ActivityMediaSubdivisionName,,ActivityStartDate,MonitoringLocationIdentifier,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.86,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.86,None,
Water,,2021-10-24,GLEC-SRSAG-A,33.5675,-111.536389,,,,pH,,7.86,None,
Water,,2021-10-24,GLEC-SRSAG-A,33.5675,-111.536389,,,,pH,,7.86,None,
Water,Surface Water,2020-04-15,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,7.87,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.87,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.87,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.87,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.87,None,
Water,Surface Water,2020-06-12,AZDEQ_SW-71,34.3344444,-110.9369444,Unknown,AZDEQ_SW,Unknown,pH,Total,7.88,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.88,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.88,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.88,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.88,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.88,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.89,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.89,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.89,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.89,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.89,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.89,None,
Water,,2020-02-27,QUECHAN_WQX-SRP03,32.73141,-114.6131,Quechan_QAPP,QUECHAN_WQX,Standard Method,pH,,7.9,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.9,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.9,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.9,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.9,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.9,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.9,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.9,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.91,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.91,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.91,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.91,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.91,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.91,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.91,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.91,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.91,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.91,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.92,None,
Water,Surface Water,2020-06-12,AZDEQ_SW-71,34.3344444,-110.9369444,Unknown,AZDEQ_SW,Unknown,pH,Total,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.93,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.93,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.93,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.93,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.93,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.94,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.94,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.94,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.94,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.94,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.94,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.94,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.94,None,
Water,,2021-10-12,GLEC-SRROO-A,33.676944,-111.154167,,,,pH,,7.94,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.96,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,7.97,None,
Water,Surface Water,2020-04-15,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,7.98,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,7.98,None,
Water,Surface Water,2020-06-12,AZDEQ_SW-71,34.3344444,-110.9369444,Unknown,AZDEQ_SW,Unknown,pH,Total,7.98,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,7.98,None,
Water,Surface Water,2020-11-18,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,7.99,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,7.99,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8,None,
Water,Surface Water,2020-06-12,AZDEQ_SW-71,34.3344444,-110.9369444,Unknown,AZDEQ_SW,Unknown,pH,Total,8,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.01,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.01,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.02,None,
Water,Surface Water,2020-04-15,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.03,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.03,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-28,35.1983333,-114.5686111,Unknown,AZDEQ_SW,Unknown,pH,Total,8.03,None,
Water,Surface Water,2020-04-15,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.04,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.04,None,
Water,Surface Water,2020-04-15,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.05,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.06,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.06,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.06,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.06,None,
Water,Surface Water,2020-04-15,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.06,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.06,None,
Water,Surface Water,2020-04-15,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.07,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.07,None,
Water,Surface Water,2020-04-15,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.08,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.08,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.09,None,
Water,Surface Water,2020-09-30,AZDEQ_SW-1338,35.2202778,-114.5672222,Unknown,AZDEQ_SW,Unknown,pH,Total,8.09,None,
Water,Surface Water,2020-09-22,AZDEQ_SW-548,33.5705556,-112.1191667,Unknown,AZDEQ_SW,Unknown,pH,Total,8.09,None,
Water,Surface Water,2020-06-12,AZDEQ_SW-71,34.3344444,-110.9369444,Unknown,AZDEQ_SW,Unknown,pH,Total,8.09,None,
Water,,2021-03-23,UTAHDWQ_WQX-5952430,36.95498,-111.48376,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,pH,,8.09,None,
Water,Surface Water,2020-09-22,AZDEQ_SW-548,33.5705556,-112.1191667,Unknown,AZDEQ_SW,Unknown,pH,Total,8.1,None,
Water,,2020-12-03,QUECHAN_WQX-SRP03,32.73141,-114.6131,Quechan_QAPP,QUECHAN_WQX,Standard Method,pH,,8.1,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.1,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.1,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.1,None,
Water,Surface Water,2020-03-04,AZDEQ_SW-192,31.4986111,-110.8480556,Unknown,AZDEQ_SW,Unknown,pH,Total,8.1,None,
