latitude,longitude,res
32.7186111,-114.7188889,-0.0018387013453855037
31.47,-110.9922222,-0.002114488673710218
34.0730556,-111.7163889,0.0071856069376515595
33.6194444,-110.9213889,0.006729373871628758
33.1855556,-110.22,0.008437469988203179
34.8513889,-112.0661111,0.005097414865118396
34.8952228,-112.2054456,0.008307779429320839
33.5730556,-110.9011111,-0.010844889753993173
31.38,-110.1108333,-0.008376455190888
32.8695,-109.51175,0.005039252598014891
34.8244444,-111.8063889,-0.006541500221342377
35.0247778,-111.7358611,0.014856798715203717
31.9055556,-110.2461111,0.004640779259524728
33.5527778,-111.5763889,-0.003948638944569522
34.4789722,-111.80025,-0.005086887667016801
31.4415,-109.9189722,-0.014370717609210208
31.3416667,-110.9331389,-0.0009607677829411248
31.3369444,-110.8498056,-0.011164022534745981
33.99375,-109.4651389,0.025092627365251273
32.3537111,-111.09685,0.010710775370962914
34.6704778,-110.0445528,0.009805192923204793
33.2291667,-112.7675,0.02748751387133002
31.4414911,-109.8254953,0.07612049267614879
33.8320556,-109.1091667,-0.006058456561967585
33.80825,-111.6636111,-0.0015497772259899394
34.1608333,-111.6930556,-0.023787878787876714
33.9811389,-111.3021944,-0.0018910690187005645
33.5506111,-110.9906667,-0.007078368413792129
36.8647222,-111.5883333,-0.005412732660843123
31.6252778,-110.1741667,-0.002393594449276931
32.7608889,-114.4205,-0.007508532402434428
34.0155556,-112.1680556,-9.535005224656986e-05
32.0191667,-110.6455556,-0.010609248687927205
34.3666667,-113.1934444,-0.016830413676656598
34.6183611,-113.3029722,-0.000737955703899235
34.6634167,-113.5805,-0.0004925462905351021
33.2921667,-109.1953056,-0.008933291843721432
33.0079167,-109.3156944,-0.0007023287174560661
33.9379444,-112.6996944,0.0028832153448772263
34.2992778,-111.3583889,0.002747513863378653
34.6744722,-111.6720833,-0.007577522369639364
34.0451667,-112.7101111,-0.00742957997906398
34.1517778,-109.2945278,-0.006026672194582375
31.5496944,-110.1367222,-0.012678790138061037
31.7253056,-110.1946389,-0.005783580519007245
34.2763889,-111.6388889,0.004193422105061817
34.6752317,-111.9394794,0.0015489766081868005
34.94675,-113.6166667,0.004257743969298262
34.6411389,-113.2043611,0.006267457934124433
32.3318103,-110.4139122,-0.03111641351943077
34.0796208,-111.7018136,0.0009144155516284296
34.2333333,-112.546,-0.005975133296561892
34.3007783,-114.1376314,0.003738857626305063
32.8955556,-110.5677778,0.008187511930025152
32.91102,-110.5503894,-0.0031246338792251687
31.6483333,-111.0491667,0.029162668670500925
33.122,-110.9762222,-0.02254095449217427
34.38719,-112.02144,-0.0020478241528386577
31.6130556,-111.0413889,-0.005502963496371888
33.6844894,-109.0830556,-0.02265633573388172
32.1870631,-110.8166022,-0.02911463554119937
34.4531836,-114.3365842,0.0016520739305272156
33.8936111,-111.6427778,0.003724473440257601
34.1538889,-109.9838889,0.018891318713670065
34.1502778,-109.9844444,0.019944484219229733
34.0707514,-109.4102656,0.011400530619345933
33.8208333,-111.6263889,0.004135956267956866
34.3473903,-111.9514033,-0.02081226227524263
34.5531389,-111.4075278,0.0007922553040657865
34.2977778,-114.1388889,0.003944082346637623
33.4795133,-109.4756933,-0.015926453175297294
34.8936803,-112.2122153,-0.004312580970203141
33.8502778,-112.265,-0.0008088399794723899
34.9965278,-111.7496944,0.0001504614549402764
31.8538436,-109.1929778,0.02478045087483158
32.3541164,-110.2679189,0.00357358176611758
34.3140572,-112.0614064,-0.018437710988407383
33.2943656,-109.4946633,-0.010560216256523237
33.8525,-111.6183333,0.0004893809304416243
31.4086111,-111.0852778,-5.1695280527175314e-05
31.4277778,-110.4563889,-0.009325288555777024
33.7388033,-109.0971569,-0.0017319767441861436
34.4574111,-114.3860694,0.0023829391171282994
31.9087297,-109.2531981,0.0156536076662899
33.9061111,-112.2427778,-0.01740599098083246
33.822135,-109.2968867,-0.01703269733912267
33.8284236,-110.857095,-0.0218266295061049
32.7435403,-109.8391086,0.01589362945645822
34.1395906,-111.84675,-0.0034796697724534973
32.6518831,-109.9251794,0.011871183206106885
32.1853529,-110.8164731,-0.038760331608767074
31.5611111,-111.0461111,0.01866311708479853
34.8822694,-112.0671,0.0036645583666226915
34.7823889,-110.0438611,-0.014728759212018352
33.822965,-110.86081,-0.007722426893851908
34.1451667,-109.2945833,-0.007330952380952356
35.1175,-112.0133333,0.025435011898539285
34.317665,-111.0876997,0.002700809617271515
34.3854767,-111.0951847,-0.004637047610551454
34.3344444,-110.9369444,0.013819074221926719
34.3286944,-111.09375,0.0018752679669647484
34.42092,-111.26352,-0.010788639335612827
33.8288889,-109.0831111,0.024652795514117337
36.95498,-111.48376,-0.0012597725779605
33.5675,-111.5363889,0.04166637346964038
34.28393,-111.067796,0.006094460135047263
34.2833333,-111.0708333,0.013584951081213823
34.3073056,-111.0416944,0.015459009363162008
34.5466667,-114.3902778,0.014040427797134537
33.7191667,-111.1922222,0.016016018271704055
34.3105,-111.0733611,0.007673280275007353
31.4299167,-110.9608333,0.008128442903658944
32.8958333,-109.4797222,-0.012769871393890707
33.6655556,-111.0519444,0.0010431364834446886
33.6769444,-111.1541667,0.0026809584633074356
33.1322222,-109.2833333,-0.0034218015239191706
31.8689389,-109.2371192,0.016880787037036955
33.9097222,-109.4205556,0.016621943573665202
34.5625,-113.3530556,0.02054013813901427
33.5913889,-111.3425,0.008148667670781897
33.2009444,-109.1491389,0.0020567035079286414
33.2133333,-110.9994444,-0.002248483938393642
34.3780803,-111.0990997,0.022868242033654673
34.3652756,-111.0981219,-0.0023856387373971067
34.3085575,-111.05722,0.028832556935820212
34.5952778,-112.4166389,0.004180726398432509
33.3464725,-110.9451139,0.033955052232703876
34.23275,-113.6004333,-0.049577539707940044
34.25605,-113.5757167,-0.04638752616587454
33.5397222,-110.8744444,0.040689177001268756
33.5588889,-110.8880556,0.047597494308090404
33.3836111,-110.9733333,-0.014241960183769449
33.426,-111.0013889,-0.021721413986727906
33.0573194,-109.3003583,-0.011265535539728904
34.2941667,-113.5469444,-0.03208432656379287
33.3563056,-110.9488364,0.020047783750980173
34.2313333,-113.61,-0.06179198935985198
33.4265256,-111.0035608,-0.018127053745475876
33.5527778,-111.4427778,0.008045510414832808
33.4330833,-111.9191667,-0.00384178705635843
33.4305556,-111.9288889,-0.0074221368050417826
33.4325,-111.9338889,-0.007410726761534504
33.4333333,-111.9472222,-0.0066870410714520686
34.2736944,-112.2025,-0.0024709181553807477
33.6672222,-111.1697222,-0.00468881836995136
33.5581944,-111.5313056,0.021686758091867483
33.8132222,-111.6392778,-0.06714061638621274
34.0856111,-111.7110833,-0.005063868613138469
33.5961111,-111.2325,-0.010621833391968767
35.00475,-111.7354167,-0.002660366357987672
33.99375,-109.4651389,-0.0006619769119745564
33.62367,-111.6686,-0.09683275058275327
33.571,-111.6691,-0.09270163170163209
33.60681,-111.6791,-0.126702797202799
33.71378,-111.652,-0.05700582750582867
32.73141,-114.6131,0.020961281708946525
32.72848,-114.6072,0.0412878787878618
34.63825,-111.9262,0.00919191919191933
34.61619,-111.9002,0.022727272727276267
